"title"	"code"	"type"	"last update of data"	"last table structure change"	"data start"	"data end"	"values"
"                        Unemployment rate"	"med_ps421"	"dataset"	"28.05.2020"	"08.02.2021"	"2005"	"2019"	
"                        Unemployment rate by education level"	"med_ps422"	"dataset"	"29.08.2016"	"08.02.2021"	"2000"	"2015"	
"                        Proportion of persons living in jobless households"	"med_ps423"	"dataset"	"08.12.2014"	"08.02.2021"	"2000"	"2010"	
"                        Wages"	"med_ps43"	"dataset"	"08.12.2014"	"08.02.2021"	"2000"	"2010"	
"                    Tourism"	"med_to"	"folder"	" "	" "	" "	" "	
"                        Main flows"	"med_to11"	"dataset"	"28.05.2020"	"01.06.2021"	"2005"	"2018"	
"                        Arrivals by type of accommodation"	"med_to12"	"dataset"	"28.05.2020"	"08.02.2021"	"2005"	"2018"	
"                        Nights spent by type of accommodation"	"med_to13"	"dataset"	"28.05.2020"	"08.02.2021"	"2005"	"2018"	
"                        Accommodation establishments"	"med_to21"	"dataset"	"28.05.2020"	"08.02.2021"	"2005"	"2018"	
"                        Number of bed-places"	"med_to22"	"dataset"	"28.05.2020"	"08.02.2021"	"2005"	"2018"	
"                    Agriculture"	"med_ag"	"folder"	" "	" "	" "	" "	
"                        Structural information"	"med_ag1"	"dataset"	"28.05.2020"	"08.02.2021"	"2005"	"2018"	
"                        Crop production"	"med_ag2"	"dataset"	"28.05.2020"	"08.02.2021"	"2005"	"2019"	
"                        Meat (total production)"	"med_ag31"	"dataset"	"28.05.2020"	"08.02.2021"	"2005"	"2018"	
"                        Annual production and utilisation of milk on the farm"	"med_ag32"	"dataset"	"29.08.2016"	"08.02.2021"	"2000"	"2015"	
"                        Livestock in number of heads"	"med_ag33"	"dataset"	"28.05.2020"	"08.02.2021"	"2005"	"2018"	
"                        Poultry farming"	"med_ag34"	"dataset"	"28.05.2020"	"08.02.2021"	"2005"	"2018"	
"                        Annual captures of fish - live weight in tonnes - by fishing areas"	"med_ag41"	"dataset"	"28.05.2020"	"08.02.2021"	"2005"	"2018"	
"                        Annual aquaculture production - live weight in tonnes"	"med_ag42"	"dataset"	"28.05.2020"	"08.02.2021"	"2005"	"2018"	
"                        Economic accounts for agriculture (EAA)"	"med_ag50"	"dataset"	"10.12.2015"	"08.02.2021"	"2000"	"2013"	
"                        Price indices of agricultural input/output at nominal value (2000 = 100)"	"med_ag51"	"dataset"	"10.12.2015"	"08.02.2021"	"2000"	"2013"	
"                    Transport"	"med_tr"	"folder"	" "	" "	" "	" "	
"                        Road infrastructure: lenght of road network"	"med_rd1"	"dataset"	"28.05.2020"	"01.06.2021"	"2005"	"2018"	
"                        Road equipment: number of road vehicles by categories"	"med_rd2"	"dataset"	"28.05.2020"	"01.06.2021"	"2005"	"2018"	
"                        Road equipment: number of road vehicles by age"	"med_rd3"	"dataset"	"28.05.2020"	"01.06.2021"	"2005"	"2018"	
"                        Road equipment: load capacity of lorries"	"med_rd4"	"dataset"	"29.08.2016"	"01.06.2021"	"2000"	"2015"	
"                        Road equipment: new registrations by categories"	"med_rd5"	"dataset"	"29.08.2016"	"01.06.2021"	"2000"	"2015"	
"                        Road traffic: road freight transport in volume"	"med_rd6"	"dataset"	"28.05.2020"	"01.06.2021"	"2005"	"2018"	
"                        Road accidents: persons killed"	"med_rd7"	"dataset"	"28.05.2020"	"01.06.2021"	"2005"	"2018"	
"                        Rail infrastructure: length of network"	"med_ra1"	"dataset"	"28.05.2020"	"01.06.2021"	"2005"	"2019"	
"                        Rail equipment: number of locomotives and passenger railways vehicles"	"med_ra2"	"dataset"	"28.05.2020"	"01.06.2021"	"2005"	"2019"	
"                        Rail equipment: number and capacity of railways vehicles"	"med_ra3"	"dataset"	"28.05.2020"	"01.06.2021"	"2005"	"2019"	
"                        Rail equipment: number and load capacity of goods transport wagons"	"med_ra4"	"dataset"	"28.05.2020"	"01.06.2021"	"2005"	"2019"	
"                        Rail passenger and freight traffic"	"med_ra5"	"dataset"	"28.05.2020"	"01.06.2021"	"2005"	"2019"	
"                        Air transport infrastructure: airports"	"med_air1"	"dataset"	"28.05.2020"	"01.06.2021"	"2005"	"2018"	
"                        Air transport infrastructure: length of paved runways"	"med_air2"	"dataset"	"28.06.2018"	"01.06.2021"	"2005"	"2016"	
"                        Air transport equipment: number of aircrafts"	"med_air3"	"dataset"	"28.05.2020"	"01.06.2021"	"2005"	"2018"	
"                        Air transport traffic: number of aircraft movements"	"med_air4"	"dataset"	"29.08.2016"	"01.06.2021"	"2000"	"2015"	
"                        Air transport traffic: freight and passengers"	"med_air5"	"dataset"	"28.05.2020"	"01.06.2021"	"2005"	"2018"	
"                        Maritime transport infrastructure: ports"	"med_ma1"	"dataset"	"28.05.2020"	"01.06.2021"	"2005"	"2019"	
"                        Maritime equipment - number of ships of 1 000 grt and over"	"med_ma2"	"dataset"	"28.05.2020"	"01.06.2021"	"2005"	"2018"	
"                        Maritime equipment - number of ships of 300 grt and over"	"med_ma3"	"dataset"	"28.05.2020"	"01.06.2021"	"2005"	"2018"	
"                        Maritime equipment - carrying capacity of ships of 1 000 grt and over"	"med_ma4"	"dataset"	"28.05.2020"	"01.06.2021"	"2005"	"2018"	
"                        Maritime equipment - carrying capacity of ships of 300 grt and over"	"med_ma5"	"dataset"	"29.08.2016"	"01.06.2021"	"2000"	"2015"	
"                        Maritime traffic: ship movements"	"med_ma6"	"dataset"	"29.08.2016"	"01.06.2021"	"2000"	"2015"	
"                        Maritime traffic: passengers and freight"	"med_ma7"	"dataset"	"28.05.2020"	"01.06.2021"	"2005"	"2018"	
"                    Environment"	"med_en"	"folder"	" "	" "	" "	" "	
"                        GHG (Green House Gases) emissions"	"med_en1"	"dataset"	"28.05.2020"	"08.02.2021"	"2005"	"2017"	
"                        Air emissions per sector and per gas"	"med_en2"	"dataset"	"28.05.2020"	"08.02.2021"	"2005"	"2017"	
"                        Municipal waste"	"med_en21"	"dataset"	"28.05.2020"	"08.02.2021"	"2005"	"2018"	
"                        Generation of waste by sector"	"med_en22"	"dataset"	"28.05.2020"	"01.06.2021"	"2005"	"2018"	
"                        Composition of municipal waste"	"med_en23"	"dataset"	"10.12.2015"	"01.06.2021"	"2000"	"2013"	
"                        Treatment and disposal facilities"	"med_en24"	"dataset"	"10.12.2015"	"01.06.2021"	"2000"	"2014"	
"                        Management of waste"	"med_en25"	"dataset"	"28.05.2020"	"01.06.2021"	"2005"	"2018"	
"                        Local pollution"	"med_en3"	"dataset"	"10.12.2015"	"08.02.2021"	"2000"	"2013"	
"                        Renewable freshwater resources"	"med_en41"	"dataset"	"10.12.2015"	"01.06.2021"	"2000"	"2012"	
"                        Water use balance"	"med_en42"	"dataset"	"28.05.2020"	"01.06.2021"	"2005"	"2018"	
"                        Freshwater abstraction"	"med_en43"	"dataset"	"28.05.2020"	"01.06.2021"	"2005"	"2018"	
"                        Water supplied and used by economic sectors"	"med_en44"	"dataset"	"28.05.2020"	"01.06.2021"	"2005"	"2018"	
"                        Urban wastewater treatment"	"med_en46"	"dataset"	"10.12.2015"	"01.06.2021"	"2000"	"2012"	
"                        Population connected to Wastewater Treatment"	"med_en47"	"dataset"	"28.05.2020"	"01.06.2021"	"2005"	"2018"	
"                        Protected areas"	"med_en51"	"dataset"	"10.12.2015"	"08.02.2021"	"2000"	"2013"	
"                        Number of known species"	"med_en52"	"dataset"	"10.12.2015"	"08.02.2021"	"2000"	"2013"	
"                        Percentage of threatened species"	"med_en53"	"dataset"	"10.12.2015"	"08.02.2021"	"2000"	"2012"	
"                        Landuse"	"med_en61"	"dataset"	"28.05.2020"	"08.02.2021"	"2005"	"2019"	
"                        Forest and irrigated land"	"med_en62"	"dataset"	"28.05.2020"	"08.02.2021"	"2005"	"2018"	
"                        Erosion"	"med_en63"	"dataset"	"28.05.2020"	"08.02.2021"	"2005"	"2019"	
"                    Energy"	"med_eg"	"folder"	" "	" "	" "	" "	
"                        Primary energy production"	"med_eg10"	"dataset"	"28.05.2020"	"08.02.2021"	"2005"	"2018"	
"                        Secondary energy production (transformation)"	"med_eg20"	"dataset"	"28.10.2016"	"08.02.2021"	"2000"	"2015"	
"                        Energy consumption"	"med_eg30"	"dataset"	"28.05.2020"	"08.02.2021"	"2005"	"2018"	
"                        Energy - historical data (2004-2007, former methodology and source)"	"med_eg_all"	"dataset"	"08.12.2014"	"08.02.2021"	"1990"	"2011"	
"                Candidate countries and potential candidates"	"cpc"	"folder"	" "	" "	" "	" "	
"                    Economy and finance"	"cpc_ec"	"folder"	" "	" "	" "	" "	
"                        Candidate countries and potential candidates: main economic indicators"	"cpc_ecmain"	"dataset"	"11.10.2016"	"08.02.2021"	"2000"	"2013"	
"                        Candidate countries and potential candidates: GDP and main aggregates"	"cpc_ecnagdp"	"dataset"	"11.10.2016"	"08.02.2021"	"2000"	"2014"	
"                        Candidate countries and potential candidates: annual national accounts -breakdown by branches"	"cpc_ecnabrk"	"dataset"	"11.10.2016"	"08.02.2021"	"2000"	"2014"	
"                        Candidate countries and potential candidates: annual national accounts -breakdown of final consumption expenditure"	"cpc_ecnacoi"	"dataset"	"11.10.2016"	"08.02.2021"	"2000"	"2015"	
"                        Candidate countries and potential candidates: Government statistics"	"cpc_ecgov"	"dataset"	"17.03.2020"	"08.02.2021"	"2005"	"2019"	
"                        Candidate countries and potential candidates: exchange rates and interest rates"	"cpc_ecexint"	"dataset"	"17.03.2020"	"08.02.2021"	"2005"	"2019"	
"                        Candidate countries and potential candidates: monetary and other financial statistics"	"cpc_ecmny"	"dataset"	"17.03.2020"	"08.02.2021"	"2005"	"2019"	
"                        Candidate countries and potential candidates: prices"	"cpc_ecprice"	"dataset"	"17.03.2020"	"08.02.2021"	"2005"	"2019"	
"                        Candidate countries and potential candidates: balance of payments"	"cpc_ecbop"	"dataset"	"17.03.2020"	"08.02.2021"	"2005"	"2019"	
"                    Population and social conditions"	"cpc_ps"	"folder"	" "	" "	" "	" "	
"                        Candidate countries and potential candidates: population - demography"	"cpc_psdemo"	"dataset"	"11.10.2016"	"08.02.2021"	"2000"	"2016"	
"                        Candidate countries and potential candidates: education"	"cpc_pseduc"	"dataset"	"17.03.2020"	"08.02.2021"	"2005"	"2019"	
"                        Candidate countries and potential candidates: labour market"	"cpc_pslm"	"dataset"	"17.03.2020"	"08.02.2021"	"2005"	"2019"	
"                        Candidate countries and potential candidates: living conditions"	"cpc_psilc"	"dataset"	"17.03.2020"	"08.02.2021"	"2005"	"2018"	
"                    Industry, trade and services"	"cpc_in"	"folder"	" "	" "	" "	" "	
"                        Candidate countries and potential candidates: short-term business statistics"	"cpc_insts"	"dataset"	"17.03.2020"	"08.02.2021"	"2005"	"2019"	
"                        Candidate countries and potential candidates: business demography"	"cpc_insbs"	"dataset"	"17.03.2020"	"08.02.2021"	"2005"	"2018"	
"                        Candidate countries and potential candidates: tourism"	"cpc_intour"	"dataset"	"17.03.2020"	"08.02.2021"	"2005"	"2019"	
"                    Agriculture, forestry and fisheries"	"cpc_ag"	"folder"	" "	" "	" "	" "	
"                        Candidate countries and potential candidates: agricultural"	"cpc_agmain"	"dataset"	"17.03.2020"	"08.02.2021"	"2005"	"2019"	
"                        Candidate countries and potential candidates: forestry statistics"	"cpc_agfor"	"dataset"	"11.10.2016"	"08.02.2021"	"2000"	"2014"	
"                        Candidate countries and potential candidates: fisheries"	"cpc_agfish"	"dataset"	"11.10.2016"	"08.02.2021"	"2000"	"2014"	
"                    International trade"	"cpc_et"	"folder"	" "	" "	" "	" "	
"                        International trade of EFTA and enlargement countries"	"ext_lt_intercc"	"dataset"	"20.04.2023"	"20.03.2023"	"1995"	"2022"	
"                        Candidate countries and potential candidates: trading partners - flows"	"cpc_etflow"	"dataset"	"11.10.2016"	"08.02.2021"	"2002"	"2015"	
"                        Candidate countries and potential candidates: trading partners - balance"	"cpc_etbal"	"dataset"	"11.10.2016"	"08.02.2021"	"2002"	"2015"	
"                        Macro series for EFTA, enlargement countries and Northern Ireland (raw data and growth rates)"	"ext_st_eftacc"	"dataset"	"20.04.2023"	"20.04.2023"	"1995M01"	"2023M02"	
"                        Candidate countries and potential candidates: terms of trade"	"cpc_ettot"	"dataset"	"17.03.2020"	"08.02.2021"	"2005"	"2018"	
"                    Transport"	"cpc_tr"	"folder"	" "	" "	" "	" "	
"                        Candidate countries and potential candidates: transport"	"cpc_transp"	"dataset"	"17.03.2020"	"08.02.2021"	"2005"	"2019"	
"                    Environment and energy"	"cpc_en"	"folder"	" "	" "	" "	" "	
"                        Candidate countries and potential candidates: climate change and waste"	"cpc_enclimwa"	"dataset"	"17.03.2020"	"08.02.2021"	"2005"	"2017"	
"                        Candidate countries and potential candidates: energy"	"cpc_energy"	"dataset"	"11.10.2016"	"08.02.2021"	"2000"	"2015"	
"                    Science, technology, digital society"	"cpc_sc"	"folder"	" "	" "	" "	" "	
"                        Candidate countries and potential candidates: science and technology"	"cpc_scienc"	"dataset"	"17.03.2020"	"08.02.2021"	"2005"	"2019"	
"                        Candidate countries and potential candidates: digital economy and society"	"cpc_inisoc"	"dataset"	"17.03.2020"	"08.02.2021"	"2005"	"2019"	
"                Eastern european neighbourhood Policy countries (ENP-East) - historical data"	"enpr"	"folder"	" "	" "	" "	" "	
"                    Economy and finance"	"enpr_ec"	"folder"	" "	" "	" "	" "	
"                        ENP countries: main economic indicators"	"enpr_ecmain"	"dataset"	"14.01.2020"	"08.02.2021"	"2005"	"2018"	
"                        ENP countries: GDP and main aggregates"	"enpr_ecnagdp"	"dataset"	"14.01.2020"	"08.02.2021"	"2005"	"2018"	
"                        ENP countries: annual national accounts -breakdown by branches"	"enpr_ecnabrk"	"dataset"	"14.01.2020"	"08.02.2021"	"2005"	"2018"	
"                        ENP countries: annual national accounts -breakdown of final consumption expenditure"	"enpr_ecnacoi"	"dataset"	"29.08.2016"	"08.02.2021"	"2000"	"2015"	
"                        ENP countries: government statistics"	"enpr_ecgov"	"dataset"	"14.01.2020"	"08.02.2021"	"2005"	"2019"	
"                        ENP countries: exchange rates and interest rates"	"enpr_ecexint"	"dataset"	"14.01.2020"	"08.02.2021"	"2005"	"2018"	
"                        ENP countries: monetary and other financial statistics"	"enpr_ecmny"	"dataset"	"14.01.2020"	"08.02.2021"	"2005"	"2019"	
"                        ENP countries: prices"	"enpr_ecprice"	"dataset"	"14.01.2020"	"08.02.2021"	"2005"	"2018"	
"                        ENP countries: balance of payments"	"enpr_ecbop"	"dataset"	"14.01.2020"	"08.02.2021"	"2005"	"2019"	
"                    Population and social conditions"	"enpr_ps"	"folder"	" "	" "	" "	" "	
"                        ENP countries: population - demography"	"enpr_psdemo"	"dataset"	"29.08.2016"	"08.02.2021"	"2000"	"2014"	
"                        ENP countries: education"	"enpr_pseduc"	"dataset"	"14.01.2020"	"08.02.2021"	"2005"	"2019"	
